,name,institute,provider,date,review,rating
287,"Coding for Designers, Managers, & Entrepreneurs II",University of Virginia,Coursera,"17th Aug, 2020",None,-1
288,"Coding for Designers, Managers, & Entrepreneurs III",University of Virginia,Coursera,"17th Aug, 2020",None,-1
289,Hybrid Cloud Multi-Cluster with Anthos,Google Cloud,Coursera,"17th Aug, 2020",None,-1
290,Using Efficient Sorting Algorithms in Java to Arrange Tax Data,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
291,Build Your First React Website,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
292,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
293,Advanced SQL Retrieval Queries in SQLiteStudio,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
294,Introduction to Agent-based Modeling with NetLogo,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
295,SAS Macro Language,SAS,Coursera,"17th Aug, 2020",None,-1
296,Control physics with C# in Unity,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
297,Structured Query Language (SQL) using SAS,SAS,Coursera,"17th Aug, 2020",None,-1
298,Advanced SAS Programming Techniques,SAS,Coursera,"17th Aug, 2020",None,-1
299,Git for Developers Using Github,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
300,Programming in C#: A comprehensive approach to C# Fundamentals,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
301,Tables and Forms in HTML,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
302,Git + GitHub for Open Source Collaboration,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
303,SQL for Data Science,"University of California, Davis",Coursera,"17th Aug, 2020",1 Reviews,1.0
304,AD,Kellogg School of Management at Northwestern,-1,Self Paced,None,5.0
305,Digital Skills: Mobile,Accenture,FutureLearn,"17th Aug, 2020",None,-1
306,"Writing, Running, and Fixing Code in C",Duke University,Coursera,"17th Aug, 2020",None,-1
307,Version Control with Git,Atlassian,Coursera,"17th Aug, 2020",4 Reviews,4.5
308,Основы разработки на C++: жёлтый пояс,Moscow Institute of Physics and Technology,Coursera,"17th Aug, 2020",None,-1
309,Requirements Specifications: Goals and Conflict Analysis,University of Colorado System,Coursera,"17th Aug, 2020",None,-1
310,SRS Documents: Requirements and Diagrammatic Notations,University of Colorado System,Coursera,"17th Aug, 2020",None,-1
311,Requirements Gathering for Secure Software Development,University of Colorado System,Coursera,"17th Aug, 2020",None,-1
312,Software Requirements Prioritization: Risk Analysis,University of Colorado System,Coursera,"17th Aug, 2020",None,-1
313,Requirements Elicitation: Artifact and Stakeholder Analysis,University of Colorado System,Coursera,"17th Aug, 2020",None,-1
314,"App Deployment, Debugging, and Performance",Google Cloud,Coursera,"17th Aug, 2020",None,-1
315,MongoDB Aggregation Framework,MongoDB University,Coursera,"17th Aug, 2020",None,-1
316,AD,University of Cape Town,-1,Self Paced,None,5.0
317,Introduction to Relational Database and SQL,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
318,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Google Cloud,Coursera,"17th Aug, 2020",None,-1
319,Intermediate Relational Database and SQL,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
320,Project: Creating Your First C++ Application,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
321,Creating Database Tables with SQL,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
322,SQL aplicado en la  ciencia de datos,IBM,edX,"17th Aug, 2020",None,-1
323,Create basic behavior with C# in Unity,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
324,Become a JavaScript Pro with these 7 Skills,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
325,Web Application Technologies and Django,University of Michigan,Coursera,"17th Aug, 2020",None,-1
326,Create Python Linux Script to Generate a Disk Usage Report,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
327,Regex Python - Découvrir les Expressions Régulières,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
328,AD,The University of Texas,-1,Self Paced,None,5.0
329,Simple Retrieval Queries in MySQL Workbench,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
330,Create Your First Multithreaded Application in Java,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
331,"Using JavaScript, JQuery, and JSON in Django",University of Michigan,Coursera,"17th Aug, 2020",None,-1
332,Django Features and Libraries,University of Michigan,Coursera,"17th Aug, 2020",None,-1
333,Building Web Applications in Django,University of Michigan,Coursera,"17th Aug, 2020",None,-1
334,Create a Database with the Modeling Tool in MySQL Workbench,Coursera Project Network,Coursera,"17th Aug, 2020",None,-1
335,Java for Android,Vanderbilt University,Coursera,"18th Aug, 2020",1 Reviews,1.0
336,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
337,Managing Security in Google Cloud Platform,Google Cloud,Coursera,"18th Aug, 2020",1 Reviews,4.0
338,基于Unity引擎的游戏开发基础,Fudan University,Coursera,"19th Aug, 2020",None,-1
339,The Development of Mobile Health Monitoring Systems,Saint Petersburg State University,Coursera,"21st Aug, 2020",None,-1
340,Data Science and Agile Systems Engineering,University System of Maryland,edX,"22nd Aug, 2020",None,-1
341,Get an email when new courses are available,-1,-1,Self Paced,None,-1
342,Build Your Own iOS App,University of Toronto,Coursera,"24th Aug, 2020",None,-1
343,Como criar jogos 2D para iPhone e iPad,Universidade Estadual de Campinas,Coursera,"24th Aug, 2020",None,-1
344,系统平台与C#程序基础,Xi'an Jiaotong University,Coursera,"24th Aug, 2020",None,-1
345,Web Application Development: Basic Concepts,University of New Mexico,Coursera,"24th Aug, 2020",1 Reviews,4.0
346,面向对象技术高级课程（The Advanced Object-Oriented Technology）,Peking University,Coursera,"24th Aug, 2020",None,-1
347,Методологии антикризисного жизненного цикла корпоративных систем,National Research Nuclear University MEPhI,Coursera,"24th Aug, 2020",None,-1
348,AD,University of Cambridge,-1,Self Paced,None,5.0
349,Разработка интерфейсов: финальный проект,Moscow Institute of Physics and Technology,Coursera,"24th Aug, 2020",None,-1
350,أساسيات مواقع الويب سريعة الاستجابة: البرمجة باستخدام HTML وCSS وJavaScript,University of London International Programmes,Coursera,"24th Aug, 2020",None,-1
351,البرمجة للجميع - بدء استخدام بايثون,University of Michigan,Coursera,"24th Aug, 2020",None,-1
352,用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),National Taiwan University,Coursera,"24th Aug, 2020",None,-1
353,Kotlin for Java Developers,JetBrains,Coursera,"24th Aug, 2020",None,-1
354,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,Coursera,"24th Aug, 2020",None,-1
355,Getting Started with AWS Machine Learning,Amazon Web Services,Coursera,"24th Aug, 2020",7 Reviews,3.7
356,AWS Fundamentals: Addressing Security Risk,Amazon Web Services,Coursera,"24th Aug, 2020",None,-1
357,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,Coursera,"24th Aug, 2020",None,-1
358,Building a Calculator using C# in Visual Studio,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
359,Advanced Features with Relational Database Tables Using SQLiteStudio,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
360,AD,London Business School,-1,Self Paced,None,5.0
361,Build a Relative Layout App in Android Studio,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
362,Использование механизмов операционных систем в разработке программного обеспечения,National Research Nuclear University MEPhI,Coursera,"24th Aug, 2020",None,-1
363,Быстрый старт в разработке Android-приложений,Moscow Institute of Physics and Technology,Coursera,"24th Aug, 2020",None,-1
364,Cloud Computing Fundamentals on Alibaba Cloud,Alibaba Cloud Academy,Coursera,"24th Aug, 2020",None,-1
365,Building a Text-Based Bank in Java,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
366,Build a Simple App in Android Studio with Java,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
367,Migrating to Google Cloud,Google Cloud,Coursera,"24th Aug, 2020",None,-1
368,COBOL Programming with VSCode,IBM,Coursera,"24th Aug, 2020",None,-1
369,Manipulating Data with SQL,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
370,Azure Infrastructure Fundamentals,LearnQuest,Coursera,"24th Aug, 2020",None,-1
371,"Smart Analytics, Machine Learning, and AI on GCP en Español",Google Cloud,Coursera,"24th Aug, 2020",None,-1
372,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
373,"Smart Analytics, Machine Learning, and AI on GCP em Português Brasileiro",Google Cloud,Coursera,"24th Aug, 2020",None,-1
374,"Smart Analytics, Machine Learning, and AI on GCP auf Deutsch",Google Cloud,Coursera,"24th Aug, 2020",None,-1
375,"Smart Analytics, Machine Learning, and AI on GCP en Français",Google Cloud,Coursera,"24th Aug, 2020",None,-1
376,"Smart Analytics, Machine Learning, and AI on GCP 日本語版",Google Cloud,Coursera,"24th Aug, 2020",None,-1
377,"Introduction to Cloud Development with HTML, CSS, and JavaScript",IBM,edX,"24th Aug, 2020",None,-1
378,Aprendiendo Python con circuitos digitales,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
379,Getting Started with Cascading Style Sheet,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
380,Querying Databases Using SQL SELECT statement,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
381,Analyzing Video with OpenCV and NumPy,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
382,Análisis de texto en archivos con Azure cognitive search,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
383,Build a film club web app on Google AppEngine,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
384,AD,Gies College of Business at the University of Illinois,-1,Self Paced,None,5.0
385,Create Keyboard Movement Mechanics with C# in Unity,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
386,Brand Marketing and SEO Tools using Wix,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
387,Introduction to Basic Game Development using Scratch,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
388,Basic Game Development with Levels using Scratch,Coursera Project Network,Coursera,"24th Aug, 2020",None,-1
389,HTML5 Apps and Games,World Wide Web Consortium (W3C),edX,"25th Aug, 2020",1 Reviews,3.0
390,Getting Started with Unreal Engine,Rochester Institute of Technology,edX,"25th Aug, 2020",None,-1
391,Introducción a la programación orientada a objetos en Java,Universidad de los Andes,Coursera,"10th Aug, 2020",18 Reviews,4.8
392,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
393,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,Coursera,"10th Aug, 2020",17 Reviews,5.0
394,Intermediate Object-Oriented Programming with Java,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
395,Automate an e-commerce web application using Selenium & Java,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
396,Implementando un motor con Alibaba Cloud y ElasticSearch,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
397,Get an email when new courses are available,-1,-1,Self Paced,None,-1
398,Introduction to Front-end Development with ReactJS,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
399,Creating an Interactive Story with Flutter,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
400,AWS: Publish a NodeJS Website from Scratch,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
401,Build an App in Android Studio using Resources,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
402,Build an App in Android Studio using Static Files,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
403,"Logging, Monitoring and Observability in Google Cloud",Google Cloud,Coursera,"31st Aug, 2020",None,-1
404,AD,London Business School,-1,Self Paced,None,5.0
405,Big-O Time Complexity in Python Code,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
406,"Merge, Sort and Filter Data in Python Pandas",Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
407,Introduction to CSS in Web Development,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
408,Getting Started With Game Development Using PyGame,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
409,"Element, Class, and ID Selectors in CSS",Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
410,Complex Retrieval Queries in MySQL Workbench,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
411,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
412,HTML and CSS: Building a Single-Page Website,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
413,Building a Dynamic Web App using PHP & MySQL,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
414,Introduction to Javascript: The Basics,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
415,Developing Cloud Native Applications,IBM,edX,"8th Sep, 2020",None,-1
416,AD,Columbia Business School Executive Education,-1,Self Paced,None,5.0
417,Introduction to Cloud Computing,IBM,edX,Self Paced,None,-1
418,Web and Mobile Testing with Selenium,University of Minnesota,Coursera,Self Paced,None,-1
419,M100: MongoDB for SQL Pros,-1,MongoDB University,Self Paced,None,-1
420,A300: Atlas Security,-1,MongoDB University,Self Paced,None,-1
421,Desarrollo de Videojuegos en Unity: Una Introducción,Universidad de los Andes,Coursera,"31st Aug, 2020",None,-1
422,SQL Server数据库技术,Xi'an Jiaotong University,Coursera,"31st Aug, 2020",None,-1
423,Programando con Java para aplicaciones Android,Universidad Nacional Autónoma de México,Coursera,"31st Aug, 2020",2 Reviews,5.0
424,¡A Programar! Una introducción a la programación,University of Edinburgh,Coursera,"31st Aug, 2020",1 Reviews,5.0
425,Introduction to Java Programming: Starting to code in Java,Universidad Carlos iii de Madrid,edX,"31st Aug, 2020",6 Reviews,4.2
426,Desarrollo de Videojuegos 3D en Unity: Una Introducción,Universidad de los Andes,Coursera,"31st Aug, 2020",None,-1
427,Videojuegos: ¿de qué hablamos?,Universitat Autònoma de Barcelona (Autonomous University of Barcelona),Coursera,"31st Aug, 2020",None,-1
428,AD,Cornell University,-1,Self Paced,None,5.0
429,Разработка корпоративных систем. Часть 2. Строгие методологии разработки,National Research Nuclear University MEPhI,Coursera,"31st Aug, 2020",None,-1
430,Разработка корпоративных систем. Часть 1. Модели жизненного цикла,National Research Nuclear University MEPhI,Coursera,"31st Aug, 2020",None,-1
431,Windows可视化程序设计,Xi'an Jiaotong University,Coursera,"31st Aug, 2020",None,-1
432,c#高级编程,Xi'an Jiaotong University,Coursera,"31st Aug, 2020",None,-1
433,游戏策划与设计,Fudan University,Coursera,"31st Aug, 2020",None,-1
434,C#程序设计,Peking University,Coursera,"31st Aug, 2020",None,-1
435,Модели антикризисного жизненного цикла корпоративных систем,National Research Nuclear University MEPhI,Coursera,"31st Aug, 2020",None,-1
436,系统平台与计算环境,Xi'an Jiaotong University,Coursera,"31st Aug, 2020",None,-1
437,Diseño de Videojuegos: Una introducción,Universidad de los Andes,Coursera,"31st Aug, 2020",None,-1
438,Введение в iOS-разработку,Moscow Institute of Physics and Technology,Coursera,"31st Aug, 2020",None,-1
439,Mobile VR App Development with Unity,Unity,Coursera,"31st Aug, 2020",None,-1
440,AD,INSEAD,-1,Self Paced,None,5.0
441,Developing Android Apps with App Inventor,The Hong Kong University of Science and Technology,Coursera,"31st Aug, 2020",None,-1
442,Java程序设计,Peking University,Coursera,"31st Aug, 2020",None,-1
443,"Problem Solving, Python Programming, and Video Games",University of Alberta,Coursera,"31st Aug, 2020",2 Reviews,4.5
444,Scratch to Python: Moving from Block- to Text-based Programming,Raspberry Pi Foundation,FutureLearn,"31st Aug, 2020",None,-1
445,Введение в язык Котлин,St. Petersburg State Polytechnic University,Coursera,"31st Aug, 2020",None,-1
446,Data in Database,Arizona State University,Coursera,"31st Aug, 2020",None,-1
447,Predictive Modeling and Machine Learning with MATLAB,MathWorks,Coursera,Self Paced,None,-1
448,AD,Thayer School of Engineering at Dartmouth,-1,Self Paced,None,5.0
449,"Data Wrangling, Analysis and AB Testing with SQL","University of California, Davis",Coursera,"31st Aug, 2020",None,-1
450,Preparing for the Google Cloud Professional Cloud Architect Exam 日本語版,Google Cloud,Coursera,"31st Aug, 2020",None,-1
451,Building Basic Relational Databases in SQL Server Management Studio,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
452,Object-Oriented Programming with Java,Coursera Project Network,Coursera,"31st Aug, 2020",1 Reviews,3.0
453,Get an email when new courses are available,-1,-1,Self Paced,None,-1
454,Introduction to Programming and Animation with Alice,Duke University,Coursera,"31st Aug, 2020",None,-1
455,Getting Started with Azure,LearnQuest,Coursera,"31st Aug, 2020",None,-1
456,Data Processing with Azure,LearnQuest,Coursera,"31st Aug, 2020",None,-1
457,Use WordPress to Create a Blog for your Business,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
458,Build Your Portfolio Website with HTML and CSS,Coursera Project Network,Coursera,"31st Aug, 2020",1 Reviews,2.0
459,Practical Introduction to the Command Line,Coursera Project Network,Coursera,"31st Aug, 2020",1 Reviews,4.0
460,AD,Santa Fe Institute,-1,Self Paced,None,5.0
461,Building Containerized Applications on AWS,Amazon Web Services,Coursera,"31st Aug, 2020",None,-1
462,Create Your First Web App with Python and Flask,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
463,Advanced Relational Database and SQL,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
464,Manipulate Object Properties with C# in Unity,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
465,Build a Google Firebase Web Application,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
466,"Aprendiendo Python con textos, números y ecuaciones",Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
467,Managing Change when Moving to Google Cloud,Google Cloud,Coursera,"31st Aug, 2020",None,-1
468,Create your first Java project using jGRASP,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
469,Creación de diagramas de clases UML en GenMyModel,Universidad de los Andes,Coursera,"31st Aug, 2020",None,-1
470,Performing Data Definition and Manipulation in SQL,Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
471,"Javascript animation for websites, storytelling, data visualization and games",Coursera Project Network,Coursera,"31st Aug, 2020",None,-1
472,AD,UCT Graduate School of Business,-1,Self Paced,None,5.0
473,Introducción a la programación en Java: empezando a programar,Universidad Carlos iii de Madrid,edX,"1st Sep, 2020",None,-1
474,Introduction to Internationalization and Localization,University of Washington,edX,"1st Sep, 2020",None,-1
475,Apprendre à coder avec Python,Université libre de Bruxelles,France Université Numerique,"1st Sep, 2020",None,-1
476,Semantic Modelling,National University of Singapore,edX,"1st Sep, 2020",None,-1
477,"Unix Tools: Data, Software and Production Engineering",Delft University of Technology,edX,"1st Sep, 2020",None,-1
478,Документы и презентации в LaTeX (Introduction to LaTeX),Higher School of Economics,Coursera,"2nd Sep, 2020",None,-1
479,Lernen objekt-orientierter Programmierung,Technische Universität München (Technical University of Munich),edX,"4th Sep, 2020",1 Reviews,5.0
480,Game Design and Development Capstone,Michigan State University,Coursera,"7th Sep, 2020",None,-1
481,計算機程式設計 (Computer Programming),National Taiwan University,Coursera,"7th Sep, 2020",None,-1
482,用Python玩转数据 Data Processing Using Python,Nanjing University,Coursera,"7th Sep, 2020",1 Reviews,5.0
483,Programming 102: Think Like a Computer Scientist,Raspberry Pi Foundation,FutureLearn,"7th Sep, 2020",None,-1
484,AD,University of Cambridge,-1,Self Paced,None,5.0
485,Networking with Python: Socket Programming for Communication,Raspberry Pi Foundation,FutureLearn,"7th Sep, 2020",None,-1
486,Software Testing,University of Utah,Udacity,Self Paced,7 Reviews,4.0
487,Software Debugging,Saarland University,Udacity,Self Paced,5 Reviews,4.6
488,UNSW Computing 1 - The Art of Programming,-1,OpenLearning,Self Paced,1 Reviews,5.0
489,Interactive 3D Graphics,Autodesk,Udacity,Self Paced,6 Reviews,4.3
490,Datenmanagement mit SQL,-1,openHPI,Self Paced,None,-1
491,Introduction to Mobile Solution Development,-1,openSAP,Self Paced,1 Reviews,4.0
492,Intro to Point & Click App Development,Salesforce,Udacity,Self Paced,6 Reviews,4.0
493,Introduction to Software Development on SAP HANA,-1,openSAP,Self Paced,6 Reviews,4.7
494,How to create a Windows 8 App,Microsoft Deutschland GmbH,Independent,Self Paced,None,-1
495,Parallel Programming Concepts,-1,openHPI,Self Paced,5 Reviews,4.0
496,AD,Wharton School of the University of Pennsylvania,-1,Self Paced,None,5.0
497,Ada: Overview,AdaCore University,Independent,Self Paced,None,-1
498,Ada: Basic Concepts,AdaCore University,Independent,Self Paced,1 Reviews,4.0
499,Ada: Programming in the Large,AdaCore University,Independent,Self Paced,None,-1
500,Website Performance Optimization,Google,Udacity,Self Paced,4 Reviews,4.3
501,Software Development Process,Georgia Institute of Technology,Udacity,Self Paced,5 Reviews,3.6
502,An Introduction to SAP HANA,-1,openSAP,Self Paced,2 Reviews,3.5
503,Cambridge GSCE Computing Online,Cambridge University Press,Independent,Self Paced,2 Reviews,3.5
504,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
505,Intro to AJAX,-1,Udacity,Self Paced,7 Reviews,3.9
506,HTML5 Canvas,-1,Udacity,Self Paced,3 Reviews,4.0
507,Intro to iOS App Development with Swift,-1,Udacity,Self Paced,5 Reviews,4.4
508,Intro to jQuery,-1,Udacity,Self Paced,3 Reviews,4.3
509,Get an email when new courses are available,-1,-1,Self Paced,None,-1
510,Intro to Relational Databases,-1,Udacity,Self Paced,7 Reviews,2.1
511,C++ 程序设计,Peking University,edX,Self Paced,None,-1
512,JavaScript Testing,-1,Udacity,Self Paced,3 Reviews,4.0
513,UIKit Fundamentals,-1,Udacity,Self Paced,None,-1
514,Responsive Images,-1,Udacity,Self Paced,5 Reviews,4.0
515,iOS Networking with Swift,-1,Udacity,Self Paced,None,-1
516,AD,Kellogg School of Management,-1,Self Paced,None,5.0
517,Authentication & Authorization: OAuth,-1,Udacity,Self Paced,3 Reviews,4.0
518,Browser Rendering Optimization,Google,Udacity,Self Paced,2 Reviews,4.0
519,iOS Persistence and Core Data,-1,Udacity,Self Paced,None,-1
520,How to Make an iOS App,-1,Udacity,Self Paced,None,-1
521,A/B Testing,Google,Udacity,Self Paced,4 Reviews,3.5
522,Android Performance,Google,Udacity,Self Paced,1 Reviews,5.0
523,Advanced Android App Development,Google,Udacity,Self Paced,None,-1
524,Material Design for Android Developers,Google,Udacity,Self Paced,1 Reviews,5.0
525,Gradle for Android and Java,Google,Udacity,Self Paced,3 Reviews,3.3
526,Google Location Services on Android,Google,Udacity,Self Paced,1 Reviews,5.0
527,Add Google Maps to your Android App,Google,Udacity,Self Paced,2 Reviews,5.0
528,AD,INSEAD,-1,Self Paced,None,5.0
529,Xcode Debugging,-1,Udacity,Self Paced,None,-1
530,Building Cloud Apps with Microsoft Azure - Part 3,Microsoft,edX,Self Paced,None,-1
531,Java für Einsteiger,-1,openHPI,Self Paced,2 Reviews,5.0
532,Learn Swift Programming Syntax,-1,Udacity,Self Paced,1 Reviews,1.0
533,Application Development for SAP Business ByDesign,-1,openSAP,Self Paced,1 Reviews,5.0
534,"Developing International Software, Part 1",Microsoft,edX,Self Paced,2 Reviews,3.5
535,Android Wear Development,Google,Udacity,Self Paced,1 Reviews,5.0
536,Android TV and Google Cast Development,Google,Udacity,Self Paced,None,-1
537,Android Auto Development,Google,Udacity,Self Paced,None,-1
538,Multi-Language Programming with Ada,AdaCore University,Independent,Self Paced,None,-1
539,Programación Orientada a Objetos (POO),MéxicoX,edX,Self Paced,None,-1
540,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
541,Programming in F#,Microsoft,edX,Self Paced,1 Reviews,3.0
542,2D Game Development with libGDX,Amazon,Udacity,Self Paced,1 Reviews,5.0
543,Writing READMEs,-1,Udacity,Self Paced,2 Reviews,2.5
544,Designing RESTful APIs,-1,Udacity,Self Paced,1 Reviews,2.0
545,Java Workshop: Einführung in eine Java- Programmierumgebung (IDE),-1,openHPI,Self Paced,1 Reviews,5.0
546,Java 程序设计 Java Programming,Peking University,edX,Self Paced,None,-1
547,Building High Conversion Web Forms,Google,Udacity,Self Paced,None,-1
548,How to Make a Platformer Using libGDX,Amazon,Udacity,Self Paced,None,-1
549,JavaScript Design Patterns,-1,Udacity,Self Paced,4 Reviews,4.5
550,Semantic Web Technologies,-1,openHPI,Self Paced,1 Reviews,2.0
551,Extending SAP Products with SAP HANA Cloud Platform,-1,openSAP,Self Paced,1 Reviews,2.0
552,AD,Kellogg Executive Education,-1,Self Paced,None,5.0
553,Spielend Programmieren lernen!,-1,openHPI,Self Paced,None,-1
554,Learn to Program Using Python,University of Texas Arlington,edX,Self Paced,2 Reviews,4.5
555,Offline Web Applications,Google,Udacity,Self Paced,None,-1
556,JavaScript Promises,Google,Udacity,Self Paced,4 Reviews,5.0
557,Mobile Application Experiences Part 1: From a Domain to an App Idea,Massachusetts Institute of Technology,edX,Self Paced,2 Reviews,4.5
558,Grand Central Dispatch (GCD),-1,Udacity,Self Paced,None,-1
559,Networking for Web Developers,-1,Udacity,Self Paced,2 Reviews,5.0
560,AD,EMERITUS,-1,Self Paced,None,5.0
561,SPARK 2014,AdaCore University,Independent,Self Paced,None,-1
562,Mobile Application Experiences Part 3: Building Mobile Apps,Massachusetts Institute of Technology,edX,Self Paced,None,-1
563,Engagement & Monetization | Mobile Games,Amazon,Udacity,Self Paced,None,-1
564,Guide du développeur Windows 10,Microsoft Virtual Academy,OpenClassrooms,Self Paced,None,-1
565,Get an email when new courses are available,-1,-1,Self Paced,None,-1
566,Apprendre à coder pour les vrais débutants,Microsoft Virtual Academy,OpenClassrooms,Self Paced,None,-1
567,Front End Frameworks,Google,Udacity,Self Paced,None,-1
568,Mobile Application Experiences Part 4: Understanding Use,Massachusetts Institute of Technology,edX,Self Paced,None,-1
569,Build Your Own SAP Fiori App in the Cloud,-1,openSAP,Self Paced,1 Reviews,3.0
570,Intro to Backend,-1,Udacity,Self Paced,None,-1
571,Objective-C for Swift Developers,-1,Udacity,Self Paced,None,-1
572,AD,UCT Graduate School of Business,-1,Self Paced,None,5.0
573,Mobile Application Experiences Part 5: Reporting Research Findings,Massachusetts Institute of Technology,edX,Self Paced,None,-1
574,Desarrollo de aplicaciones profesionales para Android,Galileo University,edX,Self Paced,1 Reviews,5.0
575,Programming in Scratch,Harvey Mudd College,edX,Self Paced,4 Reviews,4.5
576,Google Maps APIs,Google,Udacity,Self Paced,1 Reviews,5.0
577,Concurrency,AdaCore University,Independent,Self Paced,None,-1
578,The Computing Technology Inside Your Smartphone,Cornell University,edX,Self Paced,2 Reviews,5.0
579,Java Workshop - Einführung in die Testgetriebene Entwicklung mit JUnit,-1,openHPI,Self Paced,None,-1
580,Client-Server Communication,Google,Udacity,Self Paced,2 Reviews,4.5
581,Web Accessibility,Google,Udacity,Self Paced,None,-1
582,Intro to Progressive Web Apps,Google,Udacity,Self Paced,None,-1
583,Android Basics: Multiscreen Apps,Google,Udacity,Self Paced,4 Reviews,4.5
584,AD,Cambridge Judge Business School Executive Education,-1,Self Paced,None,5.0
585,Developing Windows 10 Universal Apps – Part 3,Microsoft,edX,Self Paced,1 Reviews,3.0
586,Developing Windows 10 Universal Apps – Part 2,Microsoft,edX,Self Paced,None,-1
587,Developing Windows 10 Universal Apps - Part 1,Microsoft,edX,Self Paced,None,-1
588,Developing Web Apps with SAPUI5,-1,openSAP,Self Paced,2 Reviews,4.0
589,"Developing International Software, Part 3",Microsoft,edX,Self Paced,None,-1
590,Android Basics: Networking,Google,Udacity,Self Paced,3 Reviews,4.0
591,MATLAB et Octave pour débutants,École Polytechnique Fédérale de Lausanne,edX,Self Paced,None,-1
592,Dynamic Web Applications with Sinatra,-1,Udacity,Self Paced,None,-1
593,The MVC Pattern in Ruby,-1,Udacity,Self Paced,None,-1
594,Deploying Applications with Heroku,-1,Udacity,Self Paced,None,-1
595,Windows 10 App Development Advanced,Microsoft,edX,Self Paced,None,-1
596,AD,UCT Graduate School of Business,-1,Self Paced,None,5.0
597,Web Development and Design using Wordpress,California Institute of the Arts,Kadenze,Self Paced,3 Reviews,4.3
